surface_m2,rooms,floor,max_floor,price,neighborhood,year_built,elevator,construction_material,latitude,longitude,metro_proximity,stb_proximity
58.65,2,2,6,125900,48,2026,1,0,44.373177,26.127972,0.924289914,0.204810271
53.04,2,3,12,113150,48,2025,1,0,44.36698,26.125013,1.498464312,0.152081128
51.01,2,0,3,82616,76,2026,1,0,44.416832,26.203165,1.240991282,0.974530354
67.24,3,2,3,230000,76,2024,1,0,44.417442,26.198702,1.139063757,0.628725384
79.4,3,2,9,94800,48,2024,1,0,44.371014,26.112244,2.070758708,0.226272285
125.66,4,2,5,175207,76,2026,1,0,44.42126,26.200356,1.583355351,0.550263303
95.32,3,1,5,133884,76,2026,1,0,44.42126,26.200356,1.583355351,0.550263303
95.04,3,2,5,133058,76,2026,1,0,44.42126,26.200356,1.583355351,0.550263303
70.11,2,2,5,98347,76,2026,1,0,44.42126,26.200356,1.583355351,0.550263303
69.4,2,2,5,97520,76,2026,1,0,44.42126,26.200356,1.583355351,0.550263303
70.7,3,4,4,235000,76,2023,1,0,44.40224,26.177395,0.901924975,0.848926498
68.0,3,3,4,420000,6,2002,1,0,44.466557,26.08227,0.335056477,0.25791528
65.0,3,7,8,134000,74,1982,1,0,44.4601,26.125978,1.140427529,0.068318644
64.0,3,8,8,114800,74,1986,1,0,44.458035,26.125193,0.905250052,0.252342652
55.05,2,4,6,122000,48,2026,1,0,44.373177,26.127972,0.924289914,0.204810271
53.55,2,2,6,125000,3,2025,1,0,44.378418,26.13346,0.200123761,0.195870888
67.67,2,1,5,95040,76,2026,1,0,44.42126,26.200356,1.583355351,0.550263303
69.35,2,2,5,91736,76,2026,1,0,44.42126,26.200356,1.583355351,0.550263303
48.0,2,1,4,87000,12,2008,0,-1,44.417957,26.001654,1.008994241,0.113355003
154.0,5,0,5,374800,86,2009,1,0,44.498386,26.056467,1.983003951,0.479607393
63.51,2,1,5,91736,76,2026,1,0,44.42126,26.200356,1.583355351,0.550263303
64.73,2,2,5,90909,76,2026,1,0,44.42126,26.200356,1.583355351,0.550263303
52.52,2,1,12,122750,48,2025,1,0,44.3666,26.124887,1.514998301,0.118313969
67.52,2,2,5,89255,76,2026,1,0,44.42126,26.200356,1.583355351,0.550263303
65.21,2,1,5,86776,76,2026,1,0,44.42126,26.200356,1.583355351,0.550263303
107.0,3,5,13,289000,61,2010,0,0,44.478767,26.11622,0.215592528,0.121534882
58.0,2,1,6,234500,8,2025,0,0,44.511,26.075615,3.927756552,0.447311656
55.65,2,2,5,83471,76,2026,1,0,44.42126,26.200356,1.583355351,0.550263303
58.87,2,0,8,91500,48,2025,1,0,44.368748,26.124708,1.473660317,0.160828635
44.13,2,1,7,112000,77,1961,0,6,44.418205,26.104557,0.383171643,0.286748867
57.0,2,3,4,185000,28,1950,0,-1,44.44784,26.095158,0.298511336,0.128150712
59.31,2,1,4,100826,76,2023,1,0,44.40224,26.177395,0.901924975,0.848926498
52.78,2,3,5,78512,76,2026,1,0,44.42126,26.200356,1.583355351,0.550263303
75.77,3,5,10,120900,66,2025,1,0,44.387417,26.059216,3.500772985,0.004360248
40.0,2,4,6,90000,71,1960,0,0,44.45262,26.110992,0.417653738,0.076049144
32.0,1,1,4,67000,22,1941,0,1,44.430717,26.082588,0.635277666,0.111766852
22.0,1,0,3,59900,16,1941,0,0,44.425884,26.094994,0.537740752,0.17267431
55.64,2,11,12,112700,48,2025,1,0,44.367184,26.124887,1.505298867,0.176833847
58.76,2,3,11,129300,48,2025,1,0,44.368217,26.124458,1.528966142,0.177903958
77.69,3,2,8,120500,48,2025,1,0,44.368748,26.124708,1.473660317,0.160828635
49.0,2,8,11,180000,52,2024,1,-1,44.42933,26.041916,0.654201436,0.179806164
55.05,2,0,6,130000,48,2026,1,0,44.373177,26.127972,0.924289914,0.204810271
67.0,3,4,8,235000,28,1967,1,-1,44.45262,26.088354,0.32919971,0.142246965
52.85,2,10,12,112577,48,2025,1,0,44.367184,26.124887,1.505298867,0.176833847
67.0,2,5,7,98700,48,2025,1,2,44.367344,26.114729,2.132130656,0.088430716
59.0,2,3,4,103400,81,2023,1,3,44.403095,26.176348,0.797140974,0.767276003
35.0,2,5,6,89000,63,2025,1,2,44.361782,26.150906,0.980228139,0.168562628
109.0,3,2,7,163000,76,2024,1,-1,44.41475,26.197224,0.818039822,0.755345708
52.0,2,1,8,169200,-1,1960,0,0,44.47991,26.06407,1.470445223,0.101570393
37.0,2,7,7,65000,58,1972,0,-1,44.440746,26.176394,0.798025277,0.183454822
95.0,2,5,7,595000,35,2015,0,-1,44.46813,26.103575,1.254393387,0.218433701
80.6,3,5,9,124900,66,2025,1,0,44.394894,26.06108,2.990335182,0.27210259
62.0,2,4,8,248999,16,1995,1,0,44.423862,26.10889,0.787351639,0.144255805
78.0,3,11,11,170000,52,1977,1,-1,44.435444,26.035568,0.181080378,0.145699769
118.0,4,2,3,478000,86,2020,1,0,44.50291,26.04214,1.240628619,0.166550247
59.21,2,6,11,124500,48,2025,1,0,44.368534,26.12119,1.667858299,0.181639958
66.0,3,3,6,112500,48,2025,1,0,44.36773,26.114256,2.134405783,0.040312509
47.8,2,5,10,135000,3,2020,0,0,44.37145,26.139452,0.437614674,0.119230953
45.0,2,1,8,95000,69,1976,1,0,44.4105,26.168163,0.584543564,0.172184604
53.0,2,0,4,93000,48,2019,1,1,44.367184,26.114798,2.139343764,0.107018607
40.1,2,6,10,100000,66,2025,1,0,44.387787,26.064034,3.161462587,0.271813031
71.0,3,5,11,119900,48,2027,1,0,44.361088,26.129374,1.431558608,0.067831734
76.0,3,3,8,165000,10,1987,1,0,44.39408,26.10954,0.518545978,0.230620184
52.36,2,2,3,88466,76,2026,1,0,44.412956,26.1961,0.601403083,0.644817175
38.0,1,11,16,72000,-1,2010,0,-1,44.45961,26.14911,2.256722515,0.462656104
52.24,2,6,12,112450,48,2025,1,0,44.36698,26.125013,1.498464312,0.152081128
116.75,5,3,4,278000,76,2025,1,0,44.416115,26.19374,0.931938411,0.497892087
50.0,2,1,3,91000,65,2016,0,1,44.376053,26.090998,2.90256217,0.000685844
68.0,3,3,4,116900,76,2026,1,1,44.411697,26.205975,0.702808671,0.633026846
75.21,3,1,7,317000,25,2026,1,-1,44.430557,26.13213,0.544621117,0.160803747
58.7,2,4,4,120080,76,2026,1,1,44.411697,26.205975,0.702808671,0.633026846
68.99,3,2,10,119900,66,2025,1,0,44.387417,26.059216,3.500772985,0.004360248
85.0,4,0,8,140000,10,1983,1,-1,44.385876,26.135569,0.699148395,0.253372729
52.0,2,3,5,90000,10,1967,0,-1,44.386593,26.117664,0.796589981,0.17632965
70.22,3,2,10,126500,76,2025,1,1,44.419315,26.199734,1.362656644,0.62310685
47.0,2,2,7,97000,42,1962,1,0,44.39983,26.097734,0.529784381,0.161122702
55.24,2,10,12,111772,48,2025,1,0,44.367184,26.124887,1.505298867,0.176833847
47.78,2,1,9,90000,10,1965,1,0,44.38205,26.118189,1.254784558,0.20946061
38.0,2,9,10,74500,10,1972,1,0,44.382793,26.109098,1.540967968,0.205282617
56.9,2,1,3,105500,76,2026,1,-1,44.41291,26.195036,0.579804922,0.604972699
42.0,2,2,4,80000,3,2016,0,-1,44.37697,26.134628,0.297254932,0.212525062
55.0,2,2,7,95000,-1,2018,0,-1,44.45961,26.14911,2.256722515,0.462656104
170.44,3,11,12,164793,76,2023,1,0,44.411266,26.200312,0.629880178,0.485853307
53.25,2,3,6,119000,48,2026,1,0,44.373177,26.127972,0.924289914,0.204810271
35.0,1,2,14,76000,12,2009,1,-1,44.41163,26.009743,1.09720071,0.190622042
67.0,3,4,4,115000,10,1965,0,-1,44.380833,26.117891,1.391665273,0.212791416
76.0,3,0,4,173553,76,2026,1,0,44.418762,26.204088,1.459785207,0.939706441
61.17,3,6,6,125000,48,2023,0,0,44.3688,26.112171,2.19992489,0.189430547
74.63,3,0,6,129000,48,2025,1,0,44.3698,26.112396,2.125917066,0.244987254
53.46,2,2,12,109250,48,2025,1,0,44.3666,26.124887,1.514998301,0.118313969
64.97,2,1,3,102000,76,2025,1,1,44.41997,26.193083,1.362570689,0.101462806
51.0,2,2,8,189800,-1,2020,0,0,44.473824,26.053997,0.424896265,0.084731616
88.2,3,2,10,159000,76,2025,1,1,44.419315,26.199734,1.362656644,0.62310685
89.0,4,1,8,124800,66,1985,1,0,44.407787,26.075804,1.66540696,0.030623018
64.75,2,5,10,103600,76,2025,1,1,44.419315,26.199734,1.362656644,0.62310685
38.0,2,3,4,39000,20,1972,0,-1,44.436142,26.102684,0.031835697,0.078661407
55.3,2,3,9,110900,48,2025,1,0,44.373352,26.129993,0.814754739,0.050747045
50.0,2,2,7,80000,53,2018,0,-1,44.441593,26.119162,1.007122981,0.152032749
49.0,2,7,7,94990,63,2019,1,1,44.368053,26.144186,0.104728576,0.032761389
40.83,1,2,10,79000,76,2025,1,1,44.419315,26.199734,1.362656644,0.62310685
91.0,3,3,7,150000,21,2018,1,3,44.467503,26.152424,2.977318364,0.153785626
70.65,3,3,7,247500,5,2025,1,-1,44.485786,26.099579,0.738673961,0.271474381
45.5,2,3,5,95000,76,2020,1,0,44.415367,26.197565,0.891640467,0.715734216
61.7,2,0,2,122500,76,2026,1,0,44.41277,26.191763,0.589722522,0.535119286
60.43,2,4,6,109000,48,2025,1,0,44.3698,26.112396,2.125917066,0.244987254
69.0,3,10,10,139900,55,1975,0,0,44.450123,26.126162,0.163503943,0.076660775
55.0,2,1,10,159700,61,2026,0,0,44.482437,26.121262,0.416187048,0.005237079
93.0,3,8,8,550000,16,2024,0,0,44.42673,26.115107,1.125669562,0.252175562
100.0,3,6,6,550000,6,2006,0,0,44.46613,26.077272,0.728408084,0.147387311
157.0,4,0,3,398000,8,2010,1,0,44.505238,26.073437,3.510438503,0.734469924
57.5,2,0,2,131500,76,2026,1,0,44.41277,26.191763,0.589722522,0.535119286
45.95,2,2,6,111000,3,2025,1,0,44.378418,26.13346,0.200123761,0.195870888
56.12,2,1,3,84180,76,2027,1,0,44.411495,26.20175,0.736886451,0.554171969
58.0,2,3,4,136300,5,2026,0,0,44.487686,26.092642,1.12441429,0.193769642
99.4,4,2,3,184000,76,2026,1,-1,44.41291,26.195036,0.579804922,0.604972699
85.5,3,0,4,414990,24,2020,0,0,44.496666,26.061735,2.212508182,0.457124094
17.0,1,2,4,29000,10,1980,0,-1,44.382214,26.099005,2.003725364,0.287147274
61.2,2,3,4,103719,76,2023,1,0,44.40224,26.177395,0.901924975,0.848926498
67.0,2,11,14,199000,52,2025,1,-1,44.433308,26.03933,0.467653719,0.264804083
58.5,2,1,2,102900,76,2026,1,0,44.41277,26.191763,0.589722522,0.535119286
59.0,3,4,4,105000,10,1980,0,0,44.391483,26.116547,0.484971991,0.345126511
53.55,2,0,4,112900,76,2026,1,1,44.411736,26.206163,0.703027088,0.638931305
48.0,2,8,10,83500,10,1974,0,-1,44.378365,26.11363,1.733211096,0.269980122
80.35,3,2,4,138000,76,2026,1,1,44.411736,26.206163,0.703027088,0.638931305
73.7,3,1,3,138600,76,2026,1,0,44.417812,26.198832,1.181350027,0.61725024
48.54,2,4,4,74500,10,1976,0,1,44.3815,26.129356,0.523081377,0.246534077
63.2,3,0,3,178900,48,2021,1,1,44.37706,26.128536,0.611737527,0.255997317
59.4,2,2,3,106200,76,2026,1,0,44.417812,26.198832,1.181350027,0.61725024
76.9,4,1,11,300000,48,2025,1,0,44.361275,26.129211,1.429401953,0.086274665
82.3,3,2,3,149000,76,2026,1,0,44.417812,26.198832,1.181350027,0.61725024
44.0,1,2,3,76000,76,2026,1,0,44.417812,26.198832,1.181350027,0.61725024
51.0,2,3,3,78000,66,2012,0,0,44.402885,26.07136,1.985168626,0.144499553
44.3,2,2,6,86650,48,2025,1,0,44.36773,26.114256,2.134405783,0.040312509
79.55,3,2,3,114500,76,2026,1,0,44.417812,26.198832,1.181350027,0.61725024
84.24,4,10,10,139000,66,1983,1,0,44.41289,26.072807,1.941788001,0.004176558
134.0,4,0,2,305000,80,1930,0,0,44.435238,26.107485,0.380442857,0.087192319
58.0,2,2,6,82500,48,2025,1,0,44.368088,26.114336,2.104984297,0.0
65.6,3,1,6,158000,48,2026,1,0,44.37772,26.133087,0.276018772,0.196779455
64.2,3,0,5,156000,48,2020,1,0,44.36921,26.127478,1.287313102,0.128166966
29.0,1,0,10,61000,79,1973,1,-1,44.414253,26.17971,0.557088633,0.477771603
50.0,2,6,7,125000,30,2018,1,0,44.41934,26.0298,0.41149777,0.24464396
75.0,3,5,11,197000,89,2022,1,0,44.48968,26.112314,1.057206693,0.41776331
57.49,2,1,3,155229,16,2026,1,0,44.429718,26.122786,1.280086889,0.206596367
59.4,3,3,4,107000,10,1976,0,0,44.382084,26.120777,1.192504706,0.301164477
48.0,2,1,9,97000,10,1970,0,-1,44.3961,26.11587,0.613455421,0.052664232
88.5,4,1,11,350000,48,2025,1,0,44.358532,26.13037,1.565724845,0.272157957
90.0,3,3,7,115500,52,2026,0,-1,44.440807,25.977299,1.537584795,0.598759049
35.14,2,4,5,83000,48,2020,1,1,44.36945,26.112164,2.161821828,0.229660078
116.33,4,3,14,797000,61,2025,1,0,44.477005,26.10716,0.597271868,0.145521909
54.0,2,4,7,110000,21,2018,1,3,44.467503,26.152424,2.977318364,0.153785626
145.01,4,11,14,1300000,61,2025,1,0,44.477005,26.10716,0.597271868,0.145521909
116.07,4,2,14,775000,61,2025,1,0,44.477005,26.10716,0.597271868,0.145521909
67.0,3,2,6,92400,52,2018,1,1,44.437386,25.98794,0.794760273,0.178326342
54.9,2,2,7,95900,76,2026,1,-1,44.411724,26.20594,0.706464051,0.635757623
80.05,3,2,7,144000,48,2025,1,0,44.37525,26.107351,2.278617923,0.169637613
136.0,3,4,5,357000,85,2011,1,0,44.437008,26.138592,0.502868766,0.159807535
80.0,3,3,7,245000,16,1992,1,-1,44.43282,26.124313,1.121838214,0.12145288
52.0,2,1,4,110000,48,2020,0,0,44.36596,26.11843,2.027340557,0.179465387
61.5,3,0,5,118000,48,2020,0,0,44.367683,26.118544,1.881941752,0.102398592
78.0,2,10,22,195000,84,2012,1,0,44.407707,26.122955,0.595855391,0.116604815
50.0,2,4,8,124500,79,1974,0,-1,44.41817,26.1606,0.520660605,0.364764709
60.0,3,7,10,119999,74,1976,0,-1,44.462906,26.131153,1.547078167,0.050364221
38.0,1,7,7,52500,52,2024,1,1,44.43827,25.9867,0.914717777,0.190799409
52.5,2,2,6,97500,48,2025,1,0,44.368534,26.12119,1.667858299,0.181639958
46.08,2,5,7,109999,49,1962,0,0,44.44123,26.13323,0.033373499,0.050771829
50.79,1,9,19,187801,20,2026,0,-1,44.436142,26.102684,0.031835697,0.078661407
81.0,4,1,10,265000,79,2010,1,-1,44.42153,26.17224,0.851925208,0.340627079
68.0,3,2,8,135000,10,1983,1,0,44.381935,26.134283,0.274714253,0.177986088
70.0,3,4,4,131999,79,1970,0,0,44.42511,26.16842,0.455139049,0.140950309
55.0,2,3,8,110000,10,1964,1,1,44.389137,26.110382,1.037162322,0.04160464
52.0,2,5,7,116001,79,1967,1,1,44.429237,26.143118,0.518582782,0.376663088
47.11,2,10,12,256000,1,2016,1,2,44.42161,26.065493,0.846673222,0.12978662
45.0,2,4,10,72000,10,1975,1,-1,44.383728,26.099846,1.822705042,0.172561891
58.0,3,4,6,150000,17,1960,1,0,44.43365,26.102852,0.246152293,0.083346626
37.0,1,3,7,65000,76,2026,1,-1,44.414986,26.197128,0.84088216,0.729311969
60.0,3,3,10,145000,42,1978,1,0,44.383007,26.092518,2.188617743,0.05786663
37.0,1,0,4,103000,16,2015,0,0,44.43279,26.113617,0.926256656,0.013366995
64.0,2,5,9,239000,16,1995,1,-1,44.42631,26.124756,1.284465493,0.100352717
56.0,2,4,5,109000,48,2010,1,2,44.368847,26.143612,0.009160289,0.11133583
50.0,2,1,6,106000,48,2025,1,2,44.361485,26.149147,0.934346058,0.034177783
59.0,2,3,4,100800,81,2023,1,3,44.402622,26.176182,0.848637362,0.817662514
87.25,2,0,5,380000,20,2025,1,0,44.436142,26.102684,0.031835697,0.078661407
60.9,2,2,7,170000,8,2024,0,-1,44.48751,26.114702,0.77422699,0.117041394
52.61,2,3,4,185000,87,1950,0,-1,44.450207,26.089546,0.459196283,0.13260159
79.0,3,3,8,345000,25,1996,1,-1,44.428047,26.132153,0.701774287,0.055203194
60.0,3,0,6,115000,3,2025,1,1,44.373066,26.129911,0.845321746,0.078682042
70.0,3,9,10,93000,10,1976,1,0,44.378593,26.1034,2.191371924,0.16310087
40.0,1,1,7,67000,48,2026,1,2,44.36069,26.149834,1.038037121,0.092105515
35.0,1,0,7,65000,48,2026,1,2,44.360893,26.149738,1.01454326,0.072970324
28.26,1,9,10,84000,55,1984,1,0,44.450172,26.121523,0.207892891,0.273460065
63.0,2,1,7,184990,86,2017,1,-1,44.50532,26.037683,1.057935088,0.155830592
83.8,3,3,5,410000,47,2023,1,0,44.481068,26.09013,0.831569651,0.272385355
43.42,1,1,7,64800,76,2026,1,-1,44.411537,26.200403,0.654580198,0.516762347
60.0,2,6,8,178000,28,1976,1,0,44.45457,26.097563,0.678453524,0.150478182
88.22,3,5,10,200000,32,1949,1,-1,44.43803,26.102552,0.241603197,0.184529087
74.0,3,6,8,247000,54,1995,1,0,44.42127,26.113718,0.510803697,0.174604198
75.35,3,1,4,116900,76,2026,1,3,44.411987,26.206093,0.731434767,0.666049646
100.63,4,0,7,150945,76,2026,1,-1,44.41171,26.200634,0.681016508,0.54074731
88.22,3,5,10,200000,32,1949,1,-1,44.438034,26.102686,0.241505272,0.188657769
68.0,3,2,7,132000,10,1980,0,-1,44.381992,26.13429,0.28056647,0.176593999
50.6,2,1,4,170000,89,2020,1,-1,44.48915,26.113956,0.964928592,0.302733977
54.0,1,2,3,89000,76,2025,1,1,44.417637,26.205929,1.350544023,0.978262801
125.0,3,4,5,305000,76,2024,1,2,44.402397,26.17748,0.885879562,0.830943476
43.37,1,9,19,165483,20,2026,0,-1,44.436142,26.102684,0.031835697,0.078661407
56.12,2,2,7,84180,76,2026,1,-1,44.411522,26.20036,0.650895374,0.514153379
65.0,2,1,7,131500,79,2025,1,-1,44.412758,26.187693,0.755798935,0.508964284
59.0,3,8,9,99999,74,1963,1,-1,44.452286,26.119795,0.431842171,0.045962519
32.0,1,8,9,69900,52,2018,1,0,44.43795,26.030674,0.450339801,0.091939999
55.0,2,2,7,134000,10,1980,0,-1,44.396355,26.116074,0.615038607,0.073442642
50.24,2,3,8,86500,48,2025,1,0,44.368748,26.124708,1.473660317,0.160828635
80.0,3,5,7,260000,54,1995,1,-1,44.419765,26.111013,0.390458096,0.057094002
50.99,2,8,8,86500,48,2025,1,0,44.368748,26.124708,1.473660317,0.160828635
48.0,2,0,4,125000,30,1972,0,1,44.419846,26.038754,0.485051693,0.295674463
56.9,2,1,7,105500,76,2027,1,-1,44.412785,26.195797,0.577014144,0.61685649
69.0,2,3,4,119999,30,1966,0,-1,44.41999,26.058994,0.709763129,0.113754201
64.0,3,4,4,105900,10,1973,0,0,44.379772,26.104773,2.02114411,0.333588485
34.0,2,3,9,130000,20,1960,1,0,44.437992,26.0932,0.619550594,0.157230202
77.0,4,3,4,119999,10,1977,0,1,44.389393,26.114058,0.764626854,0.267377597
32.0,1,2,10,75000,58,1986,0,1,44.442493,26.142643,0.776425314,0.081440299
41.0,2,0,10,157000,13,2022,1,0,44.49103,26.034624,0.450610861,0.113213061
30.0,1,5,5,64999,63,2016,0,0,44.3656,26.146748,0.442881375,0.340031286
31.0,1,9,10,62000,79,1970,1,0,44.41933,26.169527,0.833737818,0.270820314
59.0,2,10,11,152000,40,2023,1,2,44.46369,26.037645,1.296120052,0.156184419
47.2,2,4,11,85900,48,2027,1,0,44.361088,26.129374,1.431558608,0.067831734
94.45,3,2,6,139900,48,2025,1,2,44.37648,26.127348,0.725371576,0.307636125
51.5,2,2,6,84500,48,2025,1,2,44.37648,26.127348,0.725371576,0.307636125
54.8,2,1,6,98700,63,2025,1,2,44.36533,26.14722,0.48886104,0.387558106
53.2,2,3,7,89747,48,2025,1,0,44.36867,26.114674,2.044620972,0.07007092
65.0,3,5,10,170000,78,1976,1,-1,44.412823,26.107199,0.294515932,0.159143173
46.0,2,4,8,148000,16,1973,0,0,44.422768,26.1037,0.634716736,0.226654157
29.21,1,9,10,65000,79,1976,1,0,44.42682,26.164831,0.262614688,0.173192628
32.0,1,7,10,62500,58,1983,0,1,44.44089,26.158072,1.084895432,0.173065679
44.0,1,10,10,145000,72,1990,1,6,44.437027,26.077595,0.27316687,0.06923027
47.57,2,3,10,120000,29,1973,1,0,44.42484,26.147556,0.779429673,0.224532759
89.48,3,5,6,340000,20,1942,1,-1,44.436123,26.093922,0.474666842,0.162578909
32.0,1,7,8,83000,52,1980,0,-1,44.4345,26.03015,0.281080774,0.089070154
50.0,2,3,4,122000,30,1977,0,-1,44.422768,26.015247,0.227439806,0.17158621
61.3,2,1,4,155000,23,2025,0,1,44.454853,26.0465,0.348894959,0.241165766
83.9,2,0,4,255000,23,2025,0,1,44.454853,26.0465,0.348894959,0.241165766
61.0,3,0,3,159900,13,2009,0,-1,44.495083,26.032162,0.066833332,0.086953957
51.0,2,9,10,120000,23,2018,1,-1,44.45337,26.048056,0.172291317,0.035906849
71.0,3,0,5,225000,8,2016,1,-1,44.532463,26.098583,5.928412721,0.696251515
51.0,2,0,7,175000,66,2018,0,-1,44.39928,26.05618,2.908099566,0.057685402
53.0,2,9,10,114990,88,1980,0,0,44.40939,26.13788,0.889784086,0.109595806
32.0,1,9,10,84000,55,1986,0,1,44.44916,26.131178,0.566757621,0.177169103
56.0,2,0,5,168000,52,2023,0,0,44.428738,26.022919,0.606927466,0.241539629
76.42,3,3,8,340000,87,1981,0,0,44.44229,26.092583,0.555545096,0.193073657
74.0,3,7,10,115000,58,1975,1,-1,44.44227,26.17681,0.948379313,0.176052912
56.0,2,6,10,120000,79,1970,0,3,44.412693,26.16617,0.39218746,0.096347351
164.0,3,4,4,305000,10,2024,1,1,44.388176,26.134651,0.956432612,0.199798831
50.0,2,0,3,71900,33,1960,0,0,44.405773,26.077229,1.517882605,0.202764416
41.0,1,7,7,100000,16,1993,1,0,44.430565,26.12439,1.1354294,0.229934882
190.0,3,4,4,345000,10,2024,1,1,44.388195,26.134678,0.958415857,0.200697523
76.0,3,3,8,165000,10,1987,1,-1,44.393513,26.108868,0.580580016,0.183704453
38.0,2,5,7,115000,16,2018,1,-1,44.42802,26.11914,1.341342411,0.213316154
35.0,2,5,6,88000,48,2025,1,2,44.361267,26.149109,0.954486338,0.014656303
66.0,2,1,5,109000,48,2025,1,1,44.361294,26.149475,0.965380004,0.043484833
67.0,3,4,9,149500,52,1977,1,-1,44.434128,26.040646,0.554017615,0.136684153
51.0,2,6,8,135000,30,1976,1,-1,44.42765,26.049223,0.276086013,0.088092116
199.0,5,8,9,699000,8,2009,0,0,44.490295,26.08754,1.597437776,0.204382892
75.85,3,1,3,115702,76,2025,1,0,44.412388,26.201708,0.794846775,0.642022214
50.0,2,0,10,100000,29,1964,1,-1,44.418888,26.1424,0.355651049,0.16270612
75.0,3,4,4,235000,24,2022,0,0,44.492977,26.067839,2.433365433,0.31371323
95.6,4,1,16,345000,61,2010,0,0,44.478214,26.115269,0.295027946,0.148967277
41.0,1,1,4,87999,10,1986,0,0,44.392677,26.116,0.501224572,0.359587283
48.35,2,5,5,84930,3,2025,1,0,44.378445,26.14511,0.784401097,0.5993047
55.0,2,6,8,178000,28,1976,0,0,44.457684,26.095917,0.951041179,0.004550706
58.0,2,1,7,105000,70,2013,0,-1,44.398464,26.14427,1.850473698,0.115411613
105.0,3,5,6,399000,88,2015,0,0,44.413322,26.11817,0.533926089,0.08348976
40.0,2,4,7,72000,58,1997,0,-1,44.440887,26.174183,0.702603337,0.113614383
93.6,3,7,10,330000,73,2022,0,0,44.5063,26.026728,0.400119129,0.022274955
47.2,2,5,11,84900,48,2027,1,0,44.361088,26.129374,1.431558608,0.067831734
53.0,2,3,5,139989,48,2018,1,0,44.3638,26.129602,1.254672189,0.233307555
56.0,2,1,4,229000,74,2027,0,0,44.46934,26.111366,1.32866999,0.131450439
48.62,2,0,5,145000,8,2015,0,0,44.533516,26.09957,6.028358442,0.63505742
50.0,2,10,10,89000,30,1976,1,0,44.421604,26.033978,0.070413841,0.093233784
76.0,2,1,3,130000,30,2010,0,1,44.421604,26.033978,0.070413841,0.093233784
78.0,3,7,8,167000,52,1989,1,0,44.434658,26.012163,0.716734851,0.042318975
26.0,1,4,7,38900,33,2013,0,0,44.389656,26.080414,2.07321444,0.036419102
34.9,1,0,4,104900,8,2020,0,0,44.48908,26.109892,1.075667776,0.442483834
68.65,2,1,3,180000,86,2023,0,0,44.504307,26.043978,1.453561892,0.063609976
53.0,2,1,8,85000,10,1984,0,-1,44.38664,26.13734,0.799388048,0.127000642
48.0,2,6,7,105000,17,1959,0,0,44.431442,26.103502,0.418293203,0.116941056
38.0,2,0,4,64500,68,1971,0,-1,44.39373,26.067566,2.573073779,0.111830343
45.6,2,2,6,84500,48,2025,1,0,44.368534,26.12119,1.667858299,0.181639958
125.0,3,8,16,370000,61,2017,0,0,44.477703,26.115067,0.353824994,0.160778243
61.0,3,4,4,93990,79,1969,0,-1,44.426193,26.176825,1.130026591,0.199372577
75.0,3,10,10,115000,10,1977,1,-1,44.375927,26.113258,1.804032701,0.006016587
54.28,2,0,8,84000,48,2025,1,0,44.368748,26.124708,1.473660317,0.160828635
83.4,3,5,10,225888,84,1991,1,0,44.406677,26.120928,0.785344814,0.080990053
50.06,2,4,4,155000,20,1985,0,0,44.436142,26.102684,0.031835697,0.078661407
268.0,5,11,12,1550000,54,2025,0,0,44.417923,26.115627,0.22621352,0.171947603
53.4,2,6,11,94900,48,2027,1,0,44.361088,26.129374,1.431558608,0.067831734
52.2,2,6,11,93900,48,2027,1,0,44.361088,26.129374,1.431558608,0.067831734
47.85,2,0,6,90800,48,2026,1,0,44.368782,26.12087,1.665137829,0.189843664
70.0,2,6,7,140000,79,2022,1,1,44.416435,26.188492,1.064984707,0.520825441
67.0,3,3,10,137999,42,1978,1,0,44.382915,26.09256,2.1948019,0.049285432
50.0,2,-1,7,57000,79,2017,1,-1,44.423405,26.16443,0.226588101,0.179950569
70.0,3,5,10,137500,79,1976,1,-1,44.41222,26.17142,0.392705838,0.179339377
39.0,1,9,9,133640,23,2016,1,-1,44.44712,26.04338,0.332962673,0.297509189
74.27,3,4,8,309000,87,2009,1,0,44.45073,26.08514,0.152111058,0.097689946
31.0,1,9,9,59899,79,1967,1,-1,44.433937,26.168253,0.202540538,0.093535998
53.6,2,2,3,68965,76,2026,1,0,44.41197,26.202065,0.78798561,0.612549163
51.25,2,2,3,66625,76,2026,1,0,44.411907,26.20185,0.770117782,0.598471908
74.33,3,2,7,245000,59,1934,1,1,44.444637,26.099,0.17041421,0.11269115
44.0,2,4,7,145000,87,1960,1,-1,44.44079,26.094847,0.596527469,0.112442684
32.0,1,3,3,73900,81,2012,0,1,44.405136,26.174284,0.575764743,0.615697788
141.0,3,3,3,379999,75,2023,0,0,44.47245,26.125032,1.132694367,0.099789105
71.0,3,1,6,121605,3,2026,1,1,44.374363,26.138231,0.624082607,0.137869174
61.0,2,2,7,76500,63,2027,1,0,44.36533,26.14722,0.48886104,0.387558106
45.0,2,2,7,57500,63,2027,1,3,44.36533,26.14722,0.48886104,0.387558106
44.0,2,1,6,78529,10,2026,1,1,44.38676,26.116875,0.81163672,0.154755246
47.0,2,8,10,115000,78,1982,1,3,44.413475,26.109262,0.391716595,0.257058268
61.52,2,1,3,84500,76,2026,1,0,44.412975,26.200512,0.773215033,0.673058584
