url,surface_m2,rooms,floor,price,city,year_built,elevator,construction_material,number_bathrooms,latitude,longitude,metro_proximity,stb_proximity
https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-2-colentina-2-camere-49020988,47 mp,2,5 / 5,109.641 €,"Colentina, București",2024,da,beton,1,44.461347,26.139763,1.7757254470201689,0.22614892683659318
https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-1-pipera-2-camere-275363195,"52,6 mp",2,1 / 3,130.592 €,"Pipera, București",2027,da,beton,2,44.49828103,26.16225717,4.114606995419552,2.18668518695424
https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-1-pipera-mobilat-2-camere-271247008,"45,01 mp",2,3 / 7,145.000 €,"Pipera, București",2023,da,beton,1,44.492409147543,26.120642533622,1.3421270540685348,0.7452077061989149
https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-6-drumul-taberei-2-camere-273739676,65 mp,2,1,62.000 €,"Drumul Taberei, București",2023,da,beton,1,44.4119468,26.0152931,0.7651329851328432,0.1420300453872391
https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-2-colentina-2-camere-49021008,"53,99 mp",2,Parter / 5,123.165 €,"Colentina, București",2024,da,beton,1,44.4612989,26.1398017,1.77405965148367,0.22536844095262185
https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-1-sisesti-3-camere-275455068,"91,92 mp",3,2 / 4,270.000 €,"Sisești, București",2025,da,beton,2,44.50025,26.054954,1.9435739570791075,0.26687284850897974
https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-4-berceni-2-camere-275320071,58 mp,2,3 / 7,113.100 €,"Berceni, București",2025,da,beton,1,44.35930387,26.1510219,1.2185401194486774,0.09664914482258435
https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-4-parcul-carol-3-camere-2341627,115 mp,3,11 / 13,166.750 €,"Parcul Carol, București",2023,da,beton,2,44.4121657,26.0801114,1.541016981552457,0.1927181792077991
https://www.imobiliare.ro/oferta/garsoniera-de-vanzare-sector-4-aparatorii-patriei-40mp-260297114,40 mp,1,1,63.000 €,"Apărătorii Patriei, București",2025,da,beton,1,44.37348,26.1254681,1.0397341186074465,0.2684691761541545
https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-6-militari-2-camere-255450791,47 mp,2,1 / 5,86.500 €,"Militari, București",2025,da,beton,1,44.4453562,25.9874076,1.676334143407464,0.6767898119153603
https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-1-pipera-2-camere-255139182,50 mp,2,12 / 15,185.000 €,"Pipera, București",2024,nu,N/A,1,44.4784996,26.1205176,0.39277889930661913,0.133692467766396
https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-1-dorobanti-5-camere-62787329,225 mp,5,5 / 6,1.490.000 €,"Dorobanți, București",2023,nu,beton,3,44.457985608999,26.098736088151,0.8021920436083224,0.22270501407291757
https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-4-berceni-2-camere-275387878,50 mp,2,4,80.200 €,"Berceni, București",2025,da,N/A,1,44.36174017,26.15111656,0.9938776538989145,0.18266038073557136
https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-1-pipera-2-camere-1-64343848,47 mp,2,5 / 6,145.000 €,"Pipera, București",2024,da,N/A,1,44.4911263,26.1239891,1.2997359139179183,0.8214682030361096
https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-2-barbu-vacarescu-mobilat-3-camere-35289010,109 mp,3,11 / 11,309.990 €,"Barbu Văcărescu, București",2022,nu,N/A,2,44.4776055,26.1174187,0.3480286506525573,0.039213573617365445
https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-1-iancu-nicolae-mobilat-4-camere-1-63223250,104 mp,4,2 / 3,369.000 €,"Iancu Nicolae, București",2023,nu,N/A,2,44.51382871,26.11201286,3.703648705745774,0.21594259281910666
https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-1-floreasca-mobilat-2-camere-275499220,47 mp,2,6 / 10,185.000 €,"Floreasca, București",2018,nu,N/A,1,44.47045432,26.1116856,1.203160712861626,0.20788073864259152
https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-6-drumul-taberei-mobilat-2-camere-275496294,50 mp,2,11,130.000 €,"Drumul Taberei, București",2010,nu,N/A,2,44.42049853,26.00387798,0.7724161859725162,0.21543628046106222
https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-1-baneasa-mobilat-3-camere-275495868,94 mp,3,5,299.000 €,"Băneasa, București",2022,nu,N/A,2,44.51092223,26.07531948,3.9029935050819353,0.47170776257323777
https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-3-theodor-pallady-mobilat-2-camere-275495832,"49,3 mp",2,2 / 4,115.000 €,"Theodor Pallady, București",2019,nu,N/A,1,44.41604632,26.18988864,0.9827543568170979,0.5123196907938098
https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-1-iancu-nicolae-mobilat-3-camere-275493373,77 mp,3,2 / 5,245.000 €,"Iancu Nicolae, București",2009,nu,N/A,N/A,44.51337802,26.10232718,3.808221421389198,0.2575738100275059
https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-4-timpuri-noi-mobilat-3-camere-275486423,"89,53 mp",3,3 / 6,277.000 €,"Timpuri Noi, București",2015,nu,N/A,2,44.41696144,26.11896787,0.4457549896885144,0.39977760739659735
https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-3-dristor-2-camere-275491015,52 mp,2,2 / 10,122.900 €,"Dristor, București",1970,nu,N/A,1,44.41794093,26.14728802,0.7328743579487274,0.12599470027973608
https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-6-lujerului-mobilat-3-camere-275490298,73 mp,3,1 / 11,275.000 €,"Lujerului, București",2018,nu,N/A,2,44.43061046,26.03208284,0.4530639110190962,0.3785300682781076
https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-4-aparatorii-patriei-mobilat-3-camere-275490080,63 mp,3,3 / 3,124.000 €,"Apărătorii Patriei, București",2016,nu,N/A,1,44.37324459,26.13678843,0.7145141175604641,0.2767936312430518
https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-6-drumul-taberei-mobilat-3-camere-275490081,62 mp,3,8 / 10,119.500 €,"Drumul Taberei, București",1971,nu,N/A,N/A,44.41545297,26.02928165,0.5138220460696937,0.24362878539706845
https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-1-herastrau-mobilat-3-camere-275357080,101 mp,3,3 / 5,395.000 €,"Herăstrău, București",2023,nu,N/A,2,44.48143692,26.08976394,0.870707478851074,0.3210003649362511
https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-1-aviatiei-2-camere-275308179,"51,6 mp",2,5,330.000 €,"Floreasca, București",2025,nu,N/A,1,44.47780818,26.10195627,0.2015775227996676,0.1643255113375959
https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-1-aviatiei-2-camere-275272623,"50,32 mp",2,4,170.432 €,"Aviației, București",2025,da,N/A,1,44.48170205,26.10924214,0.5967169447759798,0.17573609922124458
https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-1-bucurestii-noi-4-camere-1-275151480,141 mp,4,Demisol,145.000 €,"Bucureștii Noi, București",2020,nu,N/A,1,44.49576133,26.02152098,0.8258477905393827,0.6577162232569153
https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-3-titan-mobilat-2-camere-274981976,54 mp,2,8 / 9,115.000 €,"Titan, București",1970,nu,N/A,1,44.43550638,26.16602713,0.2749557429629184,0.15271072965080307
https://www.imobiliare.ro/oferta/apartament-de-vanzare-ultracentral-universitate-mobilat-2-camere-274253109,77 mp,2,1,228.000 €,"Universitate, București",2016,nu,N/A,1,44.43196479,26.11454904,1.0305293727089406,0.1290020204915766
https://www.imobiliare.ro/oferta/garsoniera-de-vanzare-sector-6-drumul-taberei-mobilata-41mp-272441809,41 mp,1,Parter / 10,110.000 €,"Drumul Taberei, București",2017,da,beton,1,44.411352145875,26.009454822768,1.1333039964672305,0.19598498197579212
https://www.imobiliare.ro/oferta/apartament-de-vanzare-ultracentral-universitate-mobilat-4-camere-1-257069664,100 mp,4,2 / 6,365.000 €,"Universitate, București",1983,nu,N/A,2,44.44097552,26.10070523,0.5897060731139181,0.1429998620698299
https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-4-tineretului-3-camere-275453041,68 mp,3,6,170.000 €,"Tineretului, București",1978,da,altele,1,44.412846482585,26.110027809975,0.4757828925547943,0.23201708279120623
https://www.imobiliare.ro/oferta/garsoniera-de-vanzare-sector-6-militari-31-mp-236893906,32 mp,1,1 / 5,48.900 €,"Militari, București",2025,da,beton,1,44.45142856,25.97236849,2.727321040860792,0.28162368213212335
https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-1-baneasa-mobilat-4-camere-275449054,113 mp,4,2 / 6,365.000 €,"Băneasa, București",2023,da,beton,2,44.509019391841,26.074095198605,3.7211388968044434,0.6554304499972641
https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-1-sisesti-mobilat-4-camere-275438393,118 mp,4,2 / 3,478.000 €,"Sisești, București",2020,da,beton,3,44.502612793229,26.038162587235,1.0297929482081307,0.2796982579962661
https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-6-drumul-taberei-mobilat-2-camere-275419604,50 mp,2,6 / 10,127.000 €,"Drumul Taberei, București",1975,da,cărămidă,1,44.421890450224,26.027564389963,0.20097850707103077,0.20252642072895938
https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-1-aviatiei-3-camere-274270735,"64,7 mp",3,2 / 4,169.900 €,"Aviației, București",2026,nu,beton,1,44.496663280997,26.100597170476,1.946343223546584,0.13545958561296517
https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-3-theodor-pallady-2-camere-275495492,"51,35 mp",2,1 / 11,78.100 €,"Theodor Pallady, București",2026,da,beton,1,44.41596243,26.19768545,0.9576439210386816,0.6715815028408021
https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-3-theodor-pallady-2-camere-274977321,"56,1 mp",2,7 / 11,84.900 €,"Theodor Pallady, București",2026,da,beton,1,44.41597468,26.19764256,0.9579408270059998,0.668275301419058
https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-3-titan-2-camere-274929393,"51,35 mp",2,1 / 11,78.100 €,"Titan, București",2026,da,beton,1,44.41596243,26.19755675,0.9546605501269257,0.6647068604702931
https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-3-theodor-pallady-2-camere-274978786,"56,1 mp",2,7 / 11,84.900 €,"Theodor Pallady, București",2026,da,beton,1,44.4160237,26.1975139,0.9602244609988396,0.6573675465443574
