surface_m2,rooms,floor,max_floor,price,neighborhood,year_built,elevator,construction_material,latitude,longitude,metro_proximity,stb_proximity
56,2,4,10,157999,131,2022,0,0,44.4133366,26.0801013,1.617526462,0.088077888
53.4,2,2,4,91240,0,2024,1,0,44.402037,26.178567,0.943735961,0.868134444
53.4,2,2,4,91240,160,2024,1,0,44.402043,26.178639,0.944578684,0.86759151
275,7,4,14,1500000,78,2016,1,0,44.48707496,26.09008189,1.19457788,0.332921399
45.9,2,1,6,99247,23,2025,1,0,44.36924146,26.11212646,2.176540881,0.217478702
46,2,3,6,89947,23,2025,1,0,44.37205157,26.11690403,1.690226083,0.18151208
45.9,2,2,6,89747,23,2025,1,0,44.37087671,26.11190315,2.101837907,0.25412554
44.3,2,2,6,86650,23,2025,1,0,44.37001807,26.11690603,1.812918631,0.034613467
63.77,2,-1,5,196077,127,2026,1,-1,44.4399694,26.1256643,0.600717388,0.207404131
55,2,10,10,135000,163,1982,1,0,44.41102,26.11247,0.633732431,0.177975618
180,4,0,3,790000,142,2024,1,-1,44.46543452,26.09258741,0.493188353,0.264747586
81.1,3,9,11,152000,110,2026,0,-1,44.44902192,26.14661827,1.399088613,0.054269191
47,2,6,11,93500,110,2026,0,-1,44.44984956,26.14674696,1.467401655,0.099171472
50.2,2,7,11,100000,53,2026,0,-1,44.44876817,26.14676008,1.389903581,0.032309557
64.4,2,5,11,128500,110,2026,0,-1,44.44877398,26.14672466,1.388117176,0.035185175
41,2,6,7,144900,85,1961,0,0,44.4347866,26.08798096,0.260809012,0.027919889
50,2,7,10,108000,59,1972,0,0,44.42130132,26.04146489,0.245857231,0.201433965
52.46,2,5,7,155000,28,2023,1,0,44.48504602,26.06362227,1.827892189,0.187408889
48.5,2,0,6,82500,10,2025,1,0,44.36913774,26.15635304,1.008598992,1.002252416
84,3,0,2,412000,54,2025,1,2,44.46363,26.06118,0.370229528,0.357982214
45,2,4,4,78000,10,2025,1,0,44.3682475,26.15515202,0.915894862,0.897736799
39.32,2,1,3,74871,160,2026,1,0,44.41284648,26.19985934,0.728950093,0.648273824
163,4,1,3,780000,78,2004,1,2,44.48338877,26.08307835,1.44227398,0.555904764
41.32,2,5,10,63895,160,2026,1,0,44.41926294,26.20884249,1.517179615,0.822853805
54,2,2,5,235000,14,2022,0,1,44.49017917,26.08933304,1.501044047,0.2804434
108,3,2,12,650000,78,2017,0,-1,44.487481,26.0885046,1.31390371,0.406705269
67.24,3,2,3,230000,160,2024,0,0,44.4202165,26.1999244,1.462431903,0.57351106
48,2,3,3,104900,44,2023,0,-1,44.47133753,26.1744345,3.701631021,0.005971908
46,2,4,5,140000,61,2026,1,0,44.48705335,26.06256366,1.79341998,0.2869123
96.47,4,1,3,209000,160,2024,0,0,44.4202165,26.1999244,1.462431903,0.57351106
145.92,5,10,10,254376,160,2017,0,-1,44.418937,26.1991028,1.306940364,0.590186854
157.28,4,4,5,1370000,11,2024,1,0,44.46695496,26.08869493,0.199951443,0.213948274
70.22,3,2,10,126500,160,2025,0,0,44.418937,26.1991028,1.306940364,0.590186854
113.48,4,10,10,193146,160,2025,0,0,44.418937,26.1991028,1.306940364,0.590186854
113.13,4,10,10,193627,160,2025,0,0,44.418937,26.1991028,1.306940364,0.590186854
71.44,3,3,10,127500,160,2025,0,0,44.418937,26.1991028,1.306940364,0.590186854
115.34,4,10,10,194342,160,2025,0,0,44.418937,26.1991028,1.306940364,0.590186854
144.17,5,10,10,282638,160,2025,0,0,44.418937,26.1991028,1.306940364,0.590186854
55.16,2,1,10,104530,160,2025,0,0,44.418937,26.1991028,1.306940364,0.590186854
95,3,3,7,395000,116,2010,0,-1,44.4611656,26.0958011,0.925295064,0.108332129
71,2,2,10,188050,164,2025,1,0,44.4377741,26.163375,0.545878015,0.206318745
55,2,3,6,87500,25,2025,1,0,44.37034274,26.11493977,1.922041503,0.080644637
40,1,1,8,97960,97,2026,1,0,44.4335321,26.0076116,0.35647593,0.04845384
49,2,7,8,133480,97,2026,1,0,44.4335321,26.0076116,0.35647593,0.04845384
123.4,3,5,6,160600,141,2025,0,0,44.4037954,25.9804021,3.055796785,0.369803935
76,3,11,11,159053,97,2026,1,0,44.4335321,26.0076116,0.35647593,0.04845384
52.02,2,4,11,119541,155,2026,1,0,44.5071831,26.0249408,0.46649948,0.003394061
52.06,2,1,11,118349,155,2026,1,0,44.5071831,26.0249408,0.46649948,0.003394061
37.15,1,1,11,91284,155,2026,1,0,44.5071831,26.0249408,0.46649948,0.003394061
37.01,1,4,11,108257,155,2026,1,0,44.5071831,26.0249408,0.46649948,0.003394061
71.08,3,2,11,159244,155,2026,1,0,44.5071831,26.0249408,0.46649948,0.003394061
52.46,2,2,11,118807,155,2026,1,0,44.5071831,26.0249408,0.46649948,0.003394061
52.79,2,1,11,119266,155,2026,1,0,44.5071831,26.0249408,0.46649948,0.003394061
37.15,1,3,11,100917,155,2026,1,0,44.5071831,26.0249408,0.46649948,0.003394061
37.05,1,2,11,99083,155,2026,1,0,44.5071831,26.0249408,0.46649948,0.003394061
38,1,0,3,91500,27,2025,0,0,44.4877465,26.0547892,1.246366695,0.210283119
67,2,0,3,162500,27,2025,0,0,44.4877477,26.0548062,1.247625549,0.211472731
38,1,1,3,118500,27,2025,0,0,44.4877505,26.0547902,1.246641801,0.210182405
38,1,1,3,108500,27,2025,0,0,44.4877327,26.0548063,1.246866743,0.212133984
38,1,1,3,104500,27,2025,0,0,44.4877565,26.0547742,1.245822694,0.208753569
48,2,5,7,49830,97,2022,0,0,44.4467503,25.9925569,1.646036489,0.239644924
54,2,3,7,54000,97,2022,1,0,44.4469007,25.9925134,1.662177221,0.237875035
59.2,1,5,8,119900,135,2025,1,0,44.4885201,26.13376,1.614490096,0.992666347
48,2,5,7,48630,97,2023,1,-1,44.4469466,25.9913497,1.715353462,0.326843796
59,3,7,7,105120,179,2023,1,0,44.3944949,26.1435137,1.694532581,0.332671808
68,2,3,7,115583,179,2023,1,0,44.3944949,26.1435137,1.694532581,0.332671808
67,2,3,7,119520,179,2023,1,0,44.3944949,26.1435137,1.694532581,0.332671808
74,2,6,6,119700,155,2025,0,0,44.5132,26.01799,1.255460822,0.0758318
110,3,11,13,159500,131,2023,1,0,44.4121657,26.0801114,1.541016982,0.192718179
26,1,4,7,33900,97,2023,1,0,44.4469466,25.9913497,1.715353462,0.326843796
108,3,9,13,156600,131,2023,1,0,44.4121657,26.0801114,1.541016982,0.192718179
47,2,2,7,85320,179,2024,1,0,44.3944949,26.1435137,1.694532581,0.332671808
51,2,5,7,90180,179,2024,1,0,44.3943432,26.1433052,1.676407827,0.312889724
79,2,3,5,145000,58,2008,1,0,44.4219039,26.0620557,0.62508809,0.239968435
135,4,11,13,229500,131,2023,1,0,44.4121657,26.0801114,1.541016982,0.192718179
31,1,5,7,32910,97,2023,0,0,44.44492172,25.99324682,1.444490596,0.331393103
72,3,7,8,75600,97,2020,1,0,44.4445854,25.9740824,2.023695017,0.945538356
80,3,0,11,136900,71,2025,1,0,44.4081136,25.9829517,2.541322068,0.316352424
332,9,1,1,430000,47,1940,0,1,44.43349,26.0772556,0.211692229,0.111931954
38.03,1,1,7,77600,135,2023,1,0,44.49549781,26.12244359,1.710622793,1.113892918
50,1,7,7,105124,97,2023,1,0,44.436957,25.9878485,0.749855601,0.130286307
109,4,3,3,180000,131,1930,0,1,44.4205582,26.0955304,0.947567454,0.075213011
80,3,6,7,132600,179,2021,1,0,44.3944949,26.1435137,1.694532581,0.332671808
80,3,1,11,132900,141,2025,1,0,44.40642932,25.98426367,2.704621264,0.401803887
140,5,4,5,220000,170,1932,1,0,44.4366353,26.1101157,0.58919711,0.034814224
74,3,2,6,129300,155,2025,0,0,44.5132,26.01799,1.255460822,0.0758318
51,2,3,5,154000,74,2020,0,-1,44.4422565,26.022108,0.91117487,0.036998619
50,2,4,5,119574,44,2024,1,1,44.4612989,26.1398017,1.774059651,0.225368441
73,3,1,10,152000,108,2024,1,0,44.5361452,26.0923803,6.367128187,0.23914928
49.71,2,3,5,106890,44,2024,1,0,44.4612989,26.1398017,1.774059651,0.225368441
79,2,1,1,69900,75,1950,0,1,44.47319159,26.05080507,0.240303152,0.172294259
64,2,1,6,108900,155,2025,0,0,44.51432267,26.01805249,1.367451543,0.146540217
73,2,4,8,130000,135,2025,0,0,44.4885201,26.13376,1.614490096,0.992666347
118.8,3,1,8,229900,135,2025,0,0,44.4885201,26.13376,1.614490096,0.992666347
53,2,0,5,100000,97,2023,0,-1,44.4438908,26.0221044,1.092554117,0.209570256
60,2,1,11,110500,59,2026,1,0,44.4242349,26.0038406,0.846814806,0.157621914
50,2,4,5,106890,44,2024,1,1,44.4612989,26.1398017,1.774059651,0.225368441
58.55,2,11,11,117000,59,2025,1,0,44.412949,26.0382537,1.08392826,0.194162294
59.35,2,11,11,117000,59,2025,1,0,44.412949,26.0382537,1.08392826,0.194162294
88,3,3,5,179900,28,2013,1,0,44.5245394,26.0594387,3.647932708,0.803965872
53.46,2,2,10,119000,108,2024,1,0,44.5366071,26.0950959,6.400853333,0.170567103
103,3,6,16,185000,53,2012,0,0,44.4516504,26.1453064,1.534728654,0.101733156
42.3,2,1,8,150900,76,2026,1,-1,44.44851622,26.04460371,0.394548638,0.349864062
47.39,2,3,8,180000,76,2026,1,-1,44.44851622,26.04460371,0.394548638,0.349864062
42.3,2,1,8,150900,137,2026,1,-1,44.44781668,26.04411958,0.347147757,0.313589754
103.7,4,8,8,452600,49,2026,1,-1,44.44823701,26.04433455,0.376925046,0.344890864
96,4,8,8,460100,49,2026,1,-1,44.44777722,26.04446337,0.327991221,0.295227962
47.38,2,6,8,182200,76,2026,1,-1,44.44851622,26.04460371,0.394548638,0.349864062
47.38,2,6,8,182200,49,2026,1,-1,44.44725611,26.04442043,0.283364704,0.249152933
55.16,2,1,8,209500,137,2026,1,-1,44.44738072,26.04411958,0.309472828,0.27496459
320,8,2,7,1200000,55,1940,0,0,44.4546434,26.0945406,0.865006133,0.211233751
55.5,2,8,8,58275,97,2020,1,0,44.444662,25.9739751,2.035670702,0.934221111
43,1,4,5,75000,72,2020,0,-1,44.4682075,26.0236346,2.102586106,0.201782137
50.9,2,2,7,101500,130,2026,0,-1,44.44878922,26.14688545,1.399136618,0.023092546
55.5,2,7,8,58275,97,2020,1,0,44.4446007,25.9753484,1.963664615,0.953404803
56,2,2,6,58800,97,2020,1,0,44.4443403,25.9740824,2.002525274,0.970288337
67,2,4,6,117800,155,2025,0,0,44.51432267,26.01805249,1.367451543,0.146540217
50,2,1,7,86220,179,2023,1,0,44.3944949,26.1435137,1.694532581,0.332671808
50,2,3,7,103673,179,2023,1,0,44.3944949,26.1435137,1.694532581,0.332671808
53.46,2,6,10,119000,108,2024,1,0,44.5342147,26.0970223,6.127090655,0.468275206
76,4,6,11,218800,164,2025,0,0,44.4377662,26.1646988,0.454460643,0.198165099
59.33,2,8,11,98900,141,2025,1,0,44.408931,25.9823685,2.463833483,0.324780278
59,2,4,4,115000,141,2025,1,0,44.4108432,26.0079868,1.224807213,0.06779843
60.4,2,6,11,101900,141,2025,1,0,44.4087473,25.9822009,2.486932049,0.301429684
58.64,2,2,7,190971,152,2026,0,0,44.4994273,26.0556723,1.970369805,0.356837053
73,3,5,8,149800,174,1965,1,-1,44.4364306,26.1388841,0.439962165,0.156812095
56.25,2,1,18,177000,14,2026,1,0,44.486012,26.1045801,0.835179652,0.432568756
57,2,4,4,115000,141,2024,1,0,44.4109875,26.0089302,1.184473053,0.144429344
135,3,11,13,229500,131,2023,1,0,44.4121657,26.0801114,1.541016982,0.192718179
73.5,3,2,7,265000,118,2026,1,0,44.43469719,26.13531126,0.34910766,0.197120332
58.1,2,1,3,176000,118,2026,1,0,44.43519331,26.13843437,0.300928328,0.143981774
58.8,2,0,3,115500,135,2024,1,0,44.49579443,26.12593499,1.835283233,1.296233145
59,2,1,11,101900,141,2025,1,0,44.4081632,25.9831186,2.533031167,0.330711511
43,3,3,5,95800,108,2025,1,-1,44.53079971,26.16892653,6.946612023,4.985283135
130,3,-1,2,160000,75,2016,0,0,44.4724112,26.0470873,0.295711123,0.146950474
66,2,6,6,114700,155,2025,0,0,44.51432267,26.01805249,1.367451543,0.146540217
195,9,0,2,205000,110,1937,0,-1,44.44326491,26.13131672,0.2947195,0.115893416
49,2,5,6,82800,10,2025,1,0,44.37200664,26.12790192,1.031231109,0.089920506
55.33,2,2,18,175000,14,2026,1,0,44.486012,26.1045801,0.835179652,0.432568756
92,4,0,4,291300,155,2024,1,0,44.49658089,26.00495186,1.724280367,0.843541124
46,2,10,11,125200,164,2026,0,0,44.4377662,26.1646988,0.454460643,0.198165099
72,3,4,7,300000,130,2022,1,0,44.44068,26.2076701,1.206991318,0.722849643
60.4,2,8,11,101900,141,2025,1,0,44.4079179,25.9828706,2.563970122,0.302568059
55.31,2,5,18,174000,14,2026,1,0,44.4853203,26.1042017,0.752731492,0.401278114
42,2,8,8,135000,76,2021,0,-1,44.4435477,26.0541177,0.513144495,0.129518233
91.7,4,5,7,299000,53,2024,1,0,44.4592626,26.141932,1.753748838,0.311084707
54,2,3,6,97280,108,2023,1,-1,44.5330534,26.1722443,7.304937527,5.321106875
100,4,2,10,274250,164,2025,1,0,44.43776617,26.16469884,0.45445616,0.198162444
44,2,5,6,127000,135,2024,1,0,44.5366276,26.1719996,7.614247264,5.464692387
61.95,2,1,11,106900,141,2025,1,0,44.4082541,25.9825404,2.533579455,0.293416719
42,2,3,10,96000,108,2017,1,-1,44.5354976,26.0959058,6.273874753,0.304543467
42.88,2,4,10,96000,108,2024,1,-1,44.5354976,26.0959058,6.273874753,0.304543467
165,7,1,1,275000,29,2017,0,-1,44.4329482,26.1213743,1.287643171,0.015622227
46,2,7,11,120400,20,2025,1,0,44.43693477,26.1642483,0.444521352,0.101976542
40,1,3,3,95800,135,2024,1,0,44.49322612,26.12501372,1.545181696,1.035323865
33,1,0,5,60000,97,2023,0,-1,44.4437655,26.0219107,1.077898068,0.192072578
54,2,2,10,119000,108,2024,1,0,44.5354976,26.0959058,6.273874753,0.304543467
87,4,6,6,216200,155,2024,1,0,44.49344222,26.00252229,2.057856563,0.753403164
58,2,11,11,92900,71,2025,1,0,44.4081368,25.9826528,2.544182341,0.295639609
59,2,4,4,115000,141,2025,1,0,44.4106301,26.0068203,1.282778652,0.028152185
59.43,2,15,18,197000,14,2026,1,0,44.486012,26.1045801,0.835179652,0.432568756
73.8,2,4,4,296000,2,2021,1,0,44.42093123,26.0803314,1.537191192,0.265880614
83.73,2,4,7,138000,135,2023,1,0,44.49624291,26.12398569,1.825895048,1.247246897
51.85,2,1,7,133000,135,2026,1,0,44.5212046,26.1478613,5.14173653,3.076341092
53.4,2,7,7,141000,135,2026,1,0,44.5212046,26.1478613,5.14173653,3.076341092
54.95,2,1,7,140000,135,2026,1,0,44.5207291,26.1480589,5.103109551,3.080540134
53.79,2,1,7,138000,135,2026,1,0,44.5212046,26.1478613,5.14173653,3.076341092
53.79,2,2,7,140000,135,2026,1,0,44.5207291,26.1480589,5.103109551,3.080540134
53.89,2,3,7,140000,135,2026,1,0,44.5207291,26.1480589,5.103109551,3.080540134
52.56,2,4,7,137000,135,2026,1,0,44.5205919,26.1462587,5.021422278,2.937703443
76,3,7,7,138901,97,2023,1,0,44.43450755,25.98455041,0.631924887,0.145799321
37,1,5,5,68000,23,2025,1,0,44.3708454,26.1283152,1.122479691,0.067165499
53,2,2,6,96000,23,2025,1,0,44.36384416,26.15471286,1.043677599,0.544137693
38.7,1,2,6,69500,10,2025,1,0,44.36256819,26.15001056,0.867691847,0.172811031
52,2,2,10,119000,108,2024,1,0,44.5361452,26.0923803,6.367128187,0.23914928
52,2,0,7,150000,130,2024,1,0,44.4404514,26.2077296,1.211883691,0.701735442
90.81,3,9,18,273000,14,2026,1,0,44.486012,26.1045801,0.835179652,0.432568756
38,1,1,8,115000,76,2020,0,-1,44.4435535,26.0541962,0.507124205,0.132553163
245.87,4,7,8,525000,130,2024,1,0,44.4389829,26.2095255,1.366735178,0.646435198
245.87,4,7,8,551000,130,2026,1,0,44.4389829,26.2095255,1.366735178,0.646435198
111,4,6,8,451000,130,2026,1,0,44.44068,26.2076701,1.206991318,0.722849643
125,4,7,7,599000,130,2023,1,0,44.44068,26.2076701,1.206991318,0.722849643
358,5,5,6,1680000,28,2024,1,0,44.515852,26.075763,4.215877797,0.285509947
107,4,0,2,550000,55,2023,1,0,44.4563609,26.0968129,0.812372844,0.165115157
70,3,1,6,119000,23,2025,1,0,44.36923604,26.12651835,1.349288698,0.115844366
76.7,3,1,10,152000,108,2024,0,0,44.5361452,26.0923803,6.367128187,0.23914928
96.47,2,0,7,157600,135,2023,1,0,44.4920055,26.12429658,1.398207029,0.901620418
58.8,2,11,11,94900,141,2025,1,0,44.4077965,25.982131,2.590760573,0.242738554
37,1,0,7,64326,97,2022,0,0,44.436957,25.9878485,0.749855601,0.130286307
31,1,0,7,67355,97,2022,0,0,44.436957,25.9878485,0.749855601,0.130286307
55,2,2,5,90000,97,2023,1,0,44.4436722,26.021897,1.067487717,0.189815358
25,1,0,5,49980,120,2017,0,-1,44.4436579,26.0975933,0.236747132,0.048828648
44.35,2,2,7,116000,135,2026,0,0,44.5205919,26.1462587,5.021422278,2.937703443
37,1,5,5,68000,10,2025,1,0,44.3715116,26.128635,1.045716424,0.012466498
46.82,2,2,7,93750,135,2023,1,0,44.49105664,26.12400775,1.293490258,0.818067185
60.3,2,2,3,139900,135,2024,1,0,44.49735289,26.12564304,1.986693412,1.414271796
97.54,3,8,18,295000,14,2026,1,0,44.486012,26.1045801,0.835179652,0.432568756
53.83,2,4,7,112300,135,2023,1,0,44.49347591,26.12305618,1.511065859,0.952344483
310.35,5,5,6,799000,94,2012,1,0,44.43663732,26.12791687,0.631675832,0.121421422
50,2,9,9,189000,155,2023,1,0,44.4903602,26.0610816,1.82347732,0.099222511
84,3,3,5,127000,10,2025,1,0,44.37238764,26.12865158,0.962597705,0.109820362
71.16,3,13,18,225000,14,2026,1,0,44.486012,26.1045801,0.835179652,0.432568756
56.18,2,0,7,111000,135,2023,1,0,44.49645163,26.12356407,1.837608656,1.248870656
74,3,5,6,129800,155,2025,0,0,44.51432267,26.01805249,1.367451543,0.146540217
57.9,2,1,3,123700,135,2024,1,0,44.49244866,26.11978611,1.33195897,0.715549426
53,2,3,11,143500,164,2026,1,0,44.43776617,26.16469884,0.45445616,0.198162444
39,2,3,6,84700,108,2023,1,-1,44.5320744,26.170871,7.152459319,5.179788786
60,3,3,6,111320,108,2023,0,0,44.53079971,26.16892653,6.946612023,4.985283135
180,5,4,7,1240000,142,2012,0,0,44.46415842,26.0920615,0.496625747,0.30480173
77,3,6,9,199000,14,2025,0,-1,44.47995214,26.10162418,0.139165558,0.080440644
37,1,0,6,111400,155,2024,1,0,44.4969254,26.0036786,1.802025809,0.934174161
67.02,2,1,7,124900,135,2023,1,0,44.49702152,26.12338651,1.894129037,1.23427869
98,4,1,10,300000,152,2024,1,0,44.50605187,26.02734223,0.397755002,0.034955843
72,2,6,7,195000,27,2023,0,-1,44.4797108,26.0428764,0.358507493,0.063714289
39.4,1,0,10,78000,160,2026,1,0,44.411451,26.1897381,0.539394468,0.351329636
53,2,5,5,85500,171,2023,1,0,44.4437643,26.0218532,1.077585846,0.187534719
44.21,2,3,7,117000,135,2026,1,0,44.5205919,26.1462587,5.021422278,2.937703443
65,2,1,6,97500,10,2025,1,0,44.37433296,26.12799412,0.827915951,0.212437951
69.74,3,10,10,152000,108,2024,1,0,44.535542,26.0958999,6.278830083,0.299669321
61.2,2,2,7,117900,135,2023,1,0,44.49513719,26.12544591,1.752780502,1.215095411
57,2,0,5,100000,97,2023,1,0,44.44392024,26.02187199,1.094969296,0.192230283
121,4,0,3,320000,135,2009,0,0,44.53132671,26.15781283,6.509838283,4.195852267
88,3,5,8,379000,130,2026,1,0,44.44068,26.2076701,1.206991318,0.722849643
153,5,2,3,546400,135,2024,1,1,44.51542529,26.11901096,3.867679248,0.714857636
64,2,8,11,178000,92,2023,0,-1,44.4306322,26.0417633,0.773180788,0.307138681
89,3,1,4,111250,69,2026,0,0,44.4637878,26.1575678,3.069505654,0.17636739
108,3,3,6,430000,28,2024,1,0,44.515943,26.07572,4.21875465,0.282771514
135,3,1,6,439000,28,2024,1,0,44.515844,26.075795,4.217477553,0.283931826
79.8,3,6,6,234000,53,2024,1,0,44.4591998,26.1423254,1.774952653,0.315518674
54.82,2,1,7,145000,135,2026,1,0,44.5205922,26.1476895,5.075549379,3.048799973
54.68,2,2,7,141000,135,2026,1,0,44.5205919,26.1462587,5.021422278,2.937703443
77,3,1,4,184000,155,2024,1,0,44.4936779,26.0047575,1.893726235,0.617202739
34,1,2,8,109000,76,2021,0,-1,44.4435535,26.0541962,0.507124205,0.132553163
58.8,2,10,11,96900,59,2025,1,0,44.4078609,25.9826099,2.574821857,0.280928401
93.5,4,6,6,230000,53,2026,1,0,44.4593128,26.1421758,1.772664405,0.303569995
58,2,1,10,179100,152,2024,1,0,44.50605187,26.02734223,0.397755002,0.034955843
51,2,2,4,63750,44,2026,0,-1,44.4661825,26.1478141,2.608128693,0.064342586
68.3,2,2,5,155000,135,2023,1,0,44.4905405,26.119836,1.125168918,0.537880471
76.65,3,7,7,196000,135,2026,0,-1,44.5205919,26.1462587,5.021422278,2.937703443
82.93,3,3,7,215000,135,2026,0,-1,44.5205919,26.1462587,5.021422278,2.937703443
51,1,0,7,85000,130,2022,1,0,44.4403465,26.208034,1.236297649,0.702042667
45,2,3,7,89500,23,2025,1,0,44.36176856,26.15165701,1.017587555,0.224641979
56,2,7,10,189000,96,2021,1,0,44.41284648,26.12799412,0.102080383,0.076240234
56.23,2,0,18,190000,14,2026,1,0,44.486012,26.1045801,0.835179652,0.432568756
55,2,0,18,185000,14,2026,1,0,44.486012,26.1045801,0.835179652,0.432568756
55,2,11,18,184000,14,2026,1,0,44.486012,26.1045801,0.835179652,0.432568756
56,2,10,18,186000,14,2026,1,0,44.486012,26.1045801,0.835179652,0.432568756
76.11,3,3,7,194000,135,2026,1,-1,44.5205919,26.1462587,5.021422278,2.937703443
56,2,9,9,100000,163,1964,1,0,44.421133,26.1051661,0.709739776,0.114585097
108,4,3,3,165000,160,2020,0,-1,44.41290747,26.19475365,0.577102119,0.596990236
102,3,3,3,155000,160,2020,0,0,44.41290747,26.19475365,0.577102119,0.596990236
53,2,4,4,139600,155,2024,1,0,44.4936779,26.0047575,1.893726235,0.617202739
211,5,2,6,850000,28,2024,1,0,44.515943,26.07572,4.21875465,0.282771514
206,4,1,6,850000,28,2024,1,0,44.515921,26.075731,4.218096443,0.283358893
99,3,0,3,175000,160,2020,0,0,44.4126869,26.1958007,0.566480256,0.607278134
70,3,2,4,205841,135,2017,1,0,44.4933882,26.119806,1.434975555,0.81058692
53,2,0,6,155300,155,2024,1,0,44.49367791,26.00475745,1.893728948,0.617206568
57,2,4,8,86500,72,1965,0,-1,44.46010146,26.04694588,0.889863458,0.041808292
57,2,8,8,99900,144,2018,1,-1,44.4417367,25.9856874,1.307391557,0.263989355
56,2,0,4,89000,145,2017,0,0,44.3965201,26.0615876,2.892333613,0.143743698
36,1,0,8,72000,151,1989,0,-1,44.41361336,26.06412055,1.51076762,0.23912906
70,3,8,8,108900,49,1984,1,-1,44.4580641,26.0448731,0.728196802,0.257458038
43,2,8,9,65000,70,1968,1,-1,44.4450122,26.0780289,0.348456315,0.033856298
23,1,-1,7,43000,145,2017,1,0,44.40822298,26.06907044,2.198920697,0.225452795
74.8,4,4,4,93900,145,1983,0,3,44.408923,26.072483,1.951680642,0.270935081
47,2,6,10,185000,67,2018,1,-1,44.47056924,26.11002781,1.229939114,0.152029284
37.07,2,2,8,68900,97,2021,1,0,44.44493158,25.97422145,2.047044199,0.91573871
31,1,0,10,83000,92,2010,1,2,44.43850808,26.03816259,0.568112868,0.2877642
81.1,3,9,10,155000,97,2025,1,0,44.4314202,25.99771855,0.522089701,0.260342119
50.9,2,8,10,113000,97,2025,1,0,44.4314202,25.99771855,0.522089701,0.260342119
53.2,2,1,10,108000,97,2025,1,0,44.4315068,25.9974867,0.532320771,0.254041706
57.8,2,1,10,105000,97,2025,1,0,44.4315068,25.9974867,0.532320771,0.254041706
57.8,2,2,10,105000,97,2025,1,0,44.43154278,25.99807299,0.491145323,0.231857459
54,2,2,5,140000,80,2018,1,0,44.50901939,26.13697727,3.540143574,2.24447418
83,3,7,9,190000,135,2012,0,-1,44.52823496,26.14596042,5.776531256,3.200990135
85,3,4,5,149999,95,2018,1,0,44.37426164,26.12588542,0.958845407,0.328301116
31,1,0,4,62999,95,2020,0,0,44.4361414,26.102684,0.031770686,0.078691421
60,3,1,4,124988,25,1975,0,0,44.3844295,26.1088319,1.428842014,0.091361157
82,3,8,10,330000,47,2021,1,0,44.43066226,26.0595503,0.270096203,0.209011217
60,2,2,4,190000,186,2018,1,0,44.45133466,26.11901096,0.434578042,0.083906461
82,4,3,4,113000,25,1969,0,-1,44.37910392,26.11121008,1.773481237,0.195105636
54,2,4,8,85000,72,1976,0,-1,44.44533975,26.02584395,1.301869934,0.46642806
37,1,8,8,81500,169,1991,0,0,44.41926294,26.11901096,0.532056841,0.27315737
50,2,1,3,79086,23,2026,1,0,44.36189037,26.14835958,0.865971277,0.08800426
79,3,1,3,162000,169,1941,0,-1,44.4308297,26.1118995,0.915553766,0.038467077
60,3,4,4,130000,164,1970,0,2,44.42711,26.16427,0.264103866,0.173652154
76,3,2,3,122000,160,2025,1,0,44.4161107,26.19820683,0.986285421,0.688725722
55,2,4,4,110000,164,2015,0,-1,44.40484566,26.17675315,0.607749239,0.570257139
106,3,2,3,163000,160,2025,1,0,44.41437378,26.20110083,0.923560835,0.835335295
65,3,4,10,174000,25,1984,1,-1,44.39709754,26.1085636,0.186386908,0.121939742
56,2,7,10,99990,44,1977,0,2,44.46696,26.14066,2.304157213,0.100172513
60,3,2,7,155000,11,1961,1,-1,44.46347908,26.07396841,1.033738677,0.18179494
83,3,1,4,399000,78,2010,1,1,44.4794807,26.091622,0.686638796,0.094374389
59,2,1,2,125000,38,1900,0,1,44.43209374,26.10104466,0.439993841,0.208195026
61.57,3,1,4,113700,59,1977,1,0,44.42341543,26.01783834,0.416176964,0.298987093
268,6,4,4,950000,55,2007,1,0,44.45774689,26.10104466,0.665953154,0.275307804
46,2,10,10,135000,55,1974,0,0,44.4555746,26.0985978,0.646072709,0.200430074
82,4,2,10,204900,132,1981,0,2,44.45884,26.11262,0.867486473,0.053643766
42.34,2,10,10,68000,119,1975,0,0,44.38560803,26.10014114,1.623119621,0.154967423
63,1,7,11,171600,87,2026,1,1,44.4727425,26.1385507,1.950770045,0.259373547
88,2,4,4,125000,71,2022,1,2,44.40642932,26.00222998,1.864458965,0.453283471
50.74,2,0,3,210000,78,1986,0,1,44.47697936,26.0920615,0.694601144,0.290405778
42,1,1,7,53718,97,2026,1,0,44.44193661,25.9869955,1.305629802,0.324006937
97.11,3,2,11,288500,135,2025,1,0,44.477179,26.1179065,0.402741713,0.100371202
32,1,1,7,41238,97,2026,1,0,44.44144668,25.98720999,1.248954997,0.288829875
49,3,10,10,81000,145,1974,0,-1,44.40250945,26.05424699,2.51757669,0.272924522
55,2,7,7,104000,161,2020,1,0,44.4190359,25.98287425,1.386040839,0.356300388
48,2,7,7,95000,23,2018,1,0,44.36814412,26.14342142,0.088363938,0.047478913
51,2,4,8,79000,151,1984,0,-1,44.40744421,26.06512577,2.184419347,0.094551457
27,1,1,9,84999,163,1986,1,0,44.41110158,26.11466893,0.629155428,0.103849097
56,2,3,4,138000,183,1986,0,0,44.40881831,26.11944649,0.722206142,0.144777055
